"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"St. Kitts and Nevis","KNA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1.2","1.5","1","2","2.5","2.5","3.5","3.5","4","",
"Korea, Rep.","KOR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","18637","17404","23901","80479","72557","73350","91626","96450","105769","80605","124058","151885","163955","265546","343865","352495","412663","493461","395177","484844","545133","704890","603311","645426","679342","790769","952388","875568","898649","858573","788565","787977","955477","1056503","1092988","1017254","897041","1040210","796632","777711","667883","668022","794340","839845","952856","1057725","1279163","1399075","1394818","1331719","1377233","1499335","1509226","1533446","1567442","1676485","1859220","2334719","2278850","2399720","2334232.18","2427676.98","","",
"Kuwait","KWT","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","5","8","10","0","0","0","0","0","90","90","204","220","264","376","195","195","366","375","327","568","348","291.21","272","310","319","309","303","297","262","206.16","205","207.65","467.84","462","462","464","",
"Latin America & Caribbean (excluding high income)","LAC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","100","114","121","122","84","85","105","178","246","420","1018","1278","1686","3499","4147","6187","6939","9309","12683","16549","25834","34557","48908","65929","65232","69391","81926","117368","130893","134028","154706","194636","228472","210479","228764","272184","322903","382014","415309","455138","431189","479473","561866","631711","681887","756222","849487.24","871952.94","942461.49","1014427.12","1129736.43","1221738.36","1280364.26","1320942.22","1531954.44","1591611.45","1601816.56","1715706.31","1893858.2","2145776.02","2288564.07","2346260.75","2723390.82","",
"Lao PDR","LAO","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","16","24","32","48","72","96","128","160","216","272","344","432","536","664","808","984","1184","1408","1680","1984","2328","2500","4000","5000","6000","7000","8000","10000","10500","10760","11000","11200","12880","16000","21143","21216","30362","42066","50000","59716","64900","64900","60000","60000","63250","64300","75000.5","82100","95600","101895","103900","90360","95965","106600","109800","118700","123000","130020","135008","","",
"Lebanon","LBN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","10","20","40","25","40","70","120","200","300","300","375","200","100","100","80","80","130","180","200","300","350","300","400","300","400","300","790","795","795","813","813","818","975","1080","1180","1280","1280","1180","1135","1035","1035","1035","940","940","933","936","938","",
"Liberia","LBR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","9","7","8","6","3","2","3","0","0","0","0","0","0","0","0","20","20","22","14","30","30","37","45","50","60","60","70","80","90","100","130","165","230","345","515","685","855","1030","1150","1375","",
"Libya","LBY","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","30","50","70","70","80","10","10","40","40","40","40","40","40","40","40","160","288","388","388","240","110","110","110","10","10","10","10","10","10","10","10","10","10","10","10","",
"St. Lucia","LCA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","35","40","40","40","21","9","11","11","12","3","2","137","1","29","18","22","6","15","10.24","10.39","7.04","12.36","20.9","21.8","27.9","44.3","36.2","26.1","32.44","27.45","60","119.72","91.89","210.72","209.43","",
"Latin America & Caribbean","LCN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","180","194","211","222","194","205","335","324","434","636","1221","1520","1989","3944","4691","6866","7837","10360","14048","18420","28374","38015","55544","69731","76190","80630","95846","135739","168426","190273","229472","305214","351068","353701","423332","490039","658812","773619","794308","774784","872420","1131966","1201982","1262013","1410250.5","1523724.5","1715038.24","1707865.84","1840876.78","1917656.43","1868435.86","2223233.47","2390230","2402647.4","2801352.23","2678551.28","2687247.41","2973217.47","3216338","3594503.26","3838618.3","3850501.52","4260570.83","",
"Least developed countries: UN classification","LDC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","49317","50679","52084","53558","55078","58352","58298","60030","60094","63761","65834","69434","70237","72603","73303","76071","80427","81224","87409","92754","97364","104197","110377","117367","128629","140880","165857","188702","201768","215125","242296","285062","316124","346429","395890","477331","556875","674313","766805","803981","906327","1030594","1217906","1350974","1544347.2","1611471.95","1745148.8","1846599.3","2007190.59","2211946.31","2602121.1","2807709.47","3133532.74","3302874.05","3503454.91","3732419.54","3879398.79","4087637.33","4290519.93","4392742.55","4680333.96","4786727.79","4755083.26","",
"Low income","LIC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","5236","6287","7556","9229","11410","14143","17841","24690","40219","55908","71811","88203","105338","123537","143220","165709","193155","223907","258449","298522","348206","405637","472622","551530","697950","749009","859339","1083634","1094736","1204513","904999","955219","1109984","1139135","827215","751816","796753","506834","497381","498423","487791","530780","539282","544786","540805","547337.15","575816.2","593564.7","594881.25","615174.4","638256.6","628453.73","643101.88","648843.75","721520.06","737892.91","798285.59","811456.4","843080.06","846484.76","874866.05","900730.56","188256.6","",
"Liechtenstein","LIE","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","5","10","20","20","20","20","20","24","27","31","47","56","70","40","280","430","530","699","730","1030","1530","2030","2530","3130","3359","3632","3680","6570","3900","4420","3610","2651","3462","4003","4304","5652","8233","7474","7548.68","8058.14","11912.22","8839.76","30881.3","34220.3","36037.75","30974.22","28756.16","30921.46","34087.49","42118.9","50977.22","59080.29","",
"Lower middle income","LMC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","200744","210986","221087","232702","245339","259445","270514","284007","329697","346887","367117","394265","418392","448093","501110","523098","568461","622171","726817","811065","934314","1011344","1129945","1263041","1359779","1476152","1532860","1768640","1950299","2142148","2206092","2488830","2831844","2948564","3314002","3656280","3839662","4060596","4292610","4761156","4939954","5519165","6066390.76","6755100.1","8033360.4","8800452.77","9674388.6","10336453.6","11924463.35","12253082.11","13125752.61","13627567.23","14792553.54","15368355.76","16142446.82","17014920.07","17713201.45","18787403.47","20722819.3","21826008.71","23059856.34","23943455.55","24854207.82","",
"Low & middle income","LMY","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","1285571","1131648","1112109","1249594","1433090","1596011","1796703","1827917","1879836","2132098","2150504","2515376","2722935","2620269","2868505","3124589","3201340","4030064","4376653","4430472","4877066","4976029","5347676","6008229","6926962","7887753","8708497","9983998","11345889","12449774","12629564","14381829","17602704.9","20926297.03","24024749","27372850","30066696","30237519","32490728","35621918.02","37676673","39860380","42769823.76","45500017.1","49572409.1","52917834.42","56301224.08","59359414.34","63360101.75","66859197.74","71160876.94","74622743.28","80678649","87591729.91","91917755.96","96204297.73","100270051.17","103599394.19","107221707.66","110684763.49","113694207.7","116712580.09","120232816.04","",
"Lesotho","LSO","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","23","27","22","24","27","23","15","19","20","13","23","25","26","30","25","20","15","17","18","18","14","14","14","8","4","8","8","8","4","2","1","2","131","91","107.6","300.4","300.37","400.37","500.43","900.53","1001","1050","1801","2500.46","2550","2601","1501.3","1836.26","",
"Late-demographic dividend","LTE","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","1064768","897796","865368","996876","1164529","1313403","1496798","1510712","1528750","1766863","1765549","2105686","2297228","2152143","2347466","2568873","2601013","3357795.5","3579790","3531962","3829812","3813157","4059865","4538474.5","5368051","6186364.21","6890479.1","7872131","9048332","9966177","10011191","11476068","14296785.9","17485660.2","20419102.96","23434863.7","25814475.38","25893942.19","27933910","30468731.84","32516485.66","34342211.62","36703718.85","38824946.06","41665706.41","43776055.83","46132609.38","48235772.28","50316654.58","52661507.29","54373925.34","56047250.29","59579534.1","62272597.42","64933487.98","66958634.49","70011050.37","72492030.9","74795841.59","77579853.87","80177776.16","82597569.73","85309840.77","",
"Lithuania","LTU","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3899","2907","1874","1714","1537","1516","1516","1650","1996","2001","1750","2356","2697","2013","2224","3377","3008","3421.6","3190.99","3279.61","3581.96","4210.88","3835.8","4450.17","4392.74","3749.07","3744.43","4214.65","4477.45","5135.34","4859.01","",
"Luxembourg","LUX","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","641","339","560","525","380","345","425","468","325","463","430","637","545","542","565","729","584","517.2","548.8","545.5","574.54","643.21","686.28","862.85","788.09","807.94","829.66","608.64","717.45","901.4","869.91","",
"Macao SAR, China","MAC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","4","10","16","22","28","35","41","47","53","59","65","76","85","91","98","105","117","128","180","160","148","154","158","159","415","659","741","1193","1463","2072","2084","2329","2161","2793","1889","1403","1670","1538","1718","2257","1161","1636","579","657","742.12","617","692.5","988","1189","1050","1150.1","1270.01","1266.9","1598.11","1618","2006.29","2310","",
"Monaco","MCO","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2935","2275","1212","1401","1067","1202","1129","815","1710","1709","2335","3408","5650","6300","6800","7500","7800","8200","8800","9000","9080","9080","11080","11246.05","12091.4","12163","12610","12680","12600","12905","","",
"Madagascar","MDG","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","9","13","27","53","92","127","168","190","284","181","194","231","230","280","198","2640","2289","3295","4712","5075","8582","4503","5811","7980","8449","10413","10267","9603","10296","16534","14943","14486","9716","10886","10544","9987.5","12549","15440","22694.21","26003","28345","12773.06","14105.41","13555.45","16400.86","25127.6","",
"Maldives","MDV","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","13871","15254","15185","17282","18812","17873","16430","15247","16444","17108","18861","20831","22806","24661","24176","25347","29021","33386","36458","40153","43979","48297","54006","57269","64142","80629","86914","93573","103775","109559","112076","105974","112637","101022","112531","132693","157331","155005","218219","297997","422223","448866","496886","588267","640497.4","724032","800847","875465.4","936461.12","973526.48","1232582.06","1310950.91","1401738.62","1500358.35","1558534.99","1629152.29","1897369.88","1976666.77","2205412.99","2269832.11","2271194.81","2266875.92","1769242.11","",
"Mexico","MEX","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","100","114","120","120","80","80","100","150","150","150","540","660","709","1984","1826","2840","2486","2960","4841","6766","8626","11089","12512","13679","10465","11230","13523","15907","17121","18249","22348","24972","26576","28068","31667","25580","31339","39500","41068","48443","53918","76063","73670","84470","104348","133131","154451","140062.25","159309.05","156956.64","126238","137128","143746.64","111499.75","194229.76","211621.64","221327.5","243307.32","247222.42","303646.7","348601.75","239802.71","289618.53","",
"Marshall Islands","MHL","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.61","0.2","5","5","2.27","0.07","9.66","2.12","6.34","",
"Middle income","MIC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","1280335","1125361","1104553","1240365","1421680","1581868","1778862","1803227","1839617","2076190","2078693","2427173","2617597","2496732","2725285","2958880","3008185","3806157","4118204","4131950","4528860","4570392","4875054","5456699","6229012","7138744","7849158","8900364","10251153","11245261","11724565","13426610","16492720.9","19787162.03","23197534","26621034","29269943","29730685","31993347","35123495.02","37188882","39329600","42230541.76","44955231.1","49031604.1","52370497.27","55725407.88","58765849.64","62765220.5","66244023.34","70522620.34","73994289.55","80035547.12","86942886.16","91196235.9","95466404.82","99471765.58","102787937.79","106378627.6","109838278.73","112819341.65","115811849.53","120044559.44","",
"North Macedonia","MKD","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","899","752","744","829","526","538","652","1170","1217","787","763","864","959","843","588","1041","1287","1540","1491","1368","1306","1340","1214","991","986","1508.4","1359.3","1955.5","1633.91","1660.51","1814.2","",
"Mali","MLI","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","6","10","12","17","13","13","31","40","52","100","100","60","60","60","80","30","500","1008","1008","1008","1008","1000","640","821","1355","2083","2083","987","2205.25","1953","2400","4194","3914","5327","6985","7686","8484","8830","",
"Malta","MLT","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","200","500","650","904","904","1552","1800","1950","2002","1746","1235","1116","887","868","736","7165","8589","6731","5619","6881","2954.72","7440","9077","8606","10800","13655.92","15720.7","19291.37","13823.69","19829.53","16410.24","18050.54","",
"Myanmar","MMR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","80","110","140","180","230","290","350","430","520","620","730","860","1000","1160","1330","1520","1730","1970","2220","2500","2790","3120","3460","3840","3951","5054","5805","5493","5673","6947","7087","8822","25954","51676","64584","71700","71508","82740","81968","91114","98912","121266","190120","252010","400360","485220","574990","604660","675064","779296.4","852791","819156.4","888369","930780","964255.83","999630.03","1017614.34","1048692.01","1131570.45","1082198.64","1144813","1167356.69","1197078","",
"Middle East & North Africa (excluding high income)","MNA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","4600","5200","5200","6000","7000","6200","5904","5610","5617","5928","6046","7205","8711","10378","11760","12906","16575","20033","23489","27870","32588","37034","42746","46245","52621","67666","74587","79392","88295","93714","95447","88519","97546","84265","94408","112819","134297","130045","192378","271331","393987","417899","466572","551758","604686","685363","754649","825907","885579.91","921730.23","1178757.87","1270172.77","1360284.5","1458271.75","1504453.89","1567474.29","1821836.69","1884355.82","2093151.52","2158685.78","2131293.09","2116108.18","1609896.06","",
"Montenegro","MNE","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","354","361","614","565","740","840","811","811","859","813","929","1022","1097","1074","885","858","1087","",
"Mongolia","MNG","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","11","16","21","23.58","24.53","26","31","42","42","42","42","42","42","41","41","","",
"Mozambique","MOZ","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","17","20","20","15","15","12","10","116","36","4","0","0","0","0","0","2247","5639","1366","1782","1198","1528","1392","720","864","796","604","721","1179","1133","1180","1835","2659","2468","3327","4143","5539","",
"Mauritania","MRT","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","15","16","25","30","24","42","53","50","72","73","82","78","86","100","110","142","176","165","118","83","85","87","59","56","33","350","400","443","175","245","437.4","567.5","537.3","512","397.3","777.5","775.99","1021.32","1253.52","2069.6","3251.2","3298","2315.52","1545.3","",
"Malawi","MWI","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","7","14","32","49","70","82","107","143","123","180","188","203","215","217","197","223","223","255","225","226","240","231","229","590","530","568","642","666","733","812","1500","1500","1700","1620","2631","2833","3232","3705","4741.56","4974","7646.39","12216.8","9014","8262","9393","9948","7148","",
"Malaysia","MYS","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","7841","7911","9968","21941","21302","21508","26709","29211","29408","30802","34296","31287","32578","42867","51946","32071","34842","49737","59058","67206","125334","73262","57185","46528","67777","51875","52107","46486","47345","53647","52919","64845","79700","105241","114112","132745","109063","107984","133635","166974","167898","177021","183990","192160","202218","215834","228317","268508","354579","472502.3","581242.92","526692.5","634875.9","530701.8","521014.47","506965.2","407887.08","427515.53","391977.48","412281.04","400517.01","417478.41","574182.27","",
"North America","NAC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","107396","105537","113061","125912","127114","135820","117494","130574","134509","120173","172272","169483","178191","175653","171622","222588","187850","178207","162833","142448","171931","234185","265146","272772","334173","332371","384869","400149","381279","401703","356943","411151","459230","469355","446842","478661","465722","520032","536165","592128","584495","633408","670945","713769","752588","668507","691596","678531","656875","637152","659040","566998","605296","597026","560921","613476.5","645462.5","631319","662684.35","683342.85","618374.61","651871.12","645286.94","",
"Namibia","NAM","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","20","22","57","66","67","67","62","62","65","70","70","88","142","192","192","273.5","360.5","605.6","665.6","695.64","532.13","679.35","671.56","647.34","625.73","525.2","506.93","342.48","388.96","320.72","321","340","",
"New Caledonia","NCL","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","51","87","59","88","218","389","631","754","847","717","780","939","1061","1152","1596","1850","1765","1893","1918","1784","2290","2533","2365","1923","2106","1923","1223","1564","1666","1596","1659","1256","1588.25","1458.5","1617.3","1491.89","1477.88","1436.52","1456","",
"Niger","NER","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","7","8","14","20","19","36","21","8","10","17","35","11","13","12","14","15","21","40","40","40","40","40","40","40","70","70","85","100","200","329","300","300","350","350","351.65","649","472","500","",
"Nigeria","NGA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","2005","2173","2361","2547","2730","2904","3084","3265","3434","3613","3809","3993","4183","4407","4630","4860","5087","5329","5562","5782","6028","6283","6559","6842","6519","7892","5456","6002","10631","25840","7347","15365","17088","17090","15030","16619","19491","24297","20458","21737","25718","24398","30663","30677","43950","56355","84578","85087","143207","152796","200535","221128","253898","278706","313231","316727","306767","296191","291323","289543","261710.74","275645","259106","",
"Nicaragua","NIC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","17","27","36","48","74","74","74","74","60","326","1068","2310","2504","3486","4790","4205","5435","5750","6089","7005","7880","9983","11220","11533","16078","18943","16972","15766","24351","26406.9","30566","24536","21182","24899","29473.4","29523.3","29489","31005.9","31568.5","",
"Netherlands","NLD","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","77600","85400","96500","89700","115800","110500","92400","85600","113600","105900","86000","95700","116200","113000","98719","112136","73330","109378","118535","97494","77052","109548","130371","119793","60319","116547","86496","99567","79163","108877","100997","51648","54105","71125","109379","83938","99871","98210","120094","108760","75231","57042","54429","66540","78598","71370","45553","56841","46995.7","55740.6","67040.1","43894.9","46224.4","46620","63084","62645","62035","51635","53485","46430","40290","40690","39430","",
"Norway","NOR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","1900","900","200","100","601","202","204","318","365","427","480","531","924","1172","2327","2517","3476","3932","5645","7377","7980","13042","15329","22712","25453","34617","49392","55379","88268","115191","150583","160705","131102","164499","218486","277615","321516","367617","410757","475932","491329","510748","551300","584422","636802","661877","712373","841560","848359","961839.85","1019801.94","1143893.34","1321119.2","1247865.08","1332497.02","1380890.06","1326216.18","1308633.8","1355116.8","1453042.39","1490412.05","1665112.05","1648468.71","",
"Nepal","NPL","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","3","9","18","26","68","118","197","314","401","515","662","811","985","1192","1433","1714","2041","2271","1997","3265","4162","5435","5125","6836","9258","10314","10645","9532","9663","9918","10649","11977","12866","13028","15023","16570","17100","17680","20000","22480","25409","26679","27250","26730","28230","30950","34500","36020","43400","48000","49043","56157.1","65864","71252","76822","84291","87385","",
"Nauru","NRU","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4","0","0","0","0","0.8","0","0","0","0","0","1","0.1","0.3","0.3","0.3","0.3","0.5","0.3","0.5","0.5","0.5","",
"New Zealand","NZL","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","2800","1000","2600","1900","1900","2400","2300","1800","1800","1300","1400","1900","2900","2700","2538","2071","2658","1403","1838","2783","3220","2998","6533","9720","10945","11835","16977","19366","27751","26985","28600","48700","51500","52501","51256","70391","74800","76850","93807","91650","85640","76024","86583","84641","92220","105302","107524","111908","112358","104958","110592","117266","100161","97123","109873.85","91275.3","109016.2","116530","104549","114582","118582","116839","106152","",
"OECD members","OED","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","699362","752083","855982","964606","960256","999453","1007880","1093973","1220520","1148108","1363396","1441381","1599755","1848201","2036637","2047565","2132605","2294959","2285361","2299271","2520861","2773505","2751006","2958759","3114912.45","3295911.45","3650702.99","3574697.23","3862257.96","3835458.06","3823226.04","3950035.6","4181104.99","4312708.85","4610710.04","4733499.5","4792291.75","5141913.51","5050468.1","5196197.77","5191383.09","5477176.7","5641725.15","5775817.96","6058398.29","6155135.96","6577673.14","6872217.19","6780079.84","6952991.45","6765310.95","6963695.31","7456864.89","7297264.1","7707199.42","7840131.26","8054348.44","8740991.31","8884724.54","9325141.09","9436856.08","9683804.55","7133486.82","",
"Oman","OMN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","352","515.4","218","114","96","121","118.4","127","157","168","353","282.4","170","103","77.25","451.45","1054","1307","1703","3468","",
"Other small states","OSS","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","56","66","69","83","105","113","135","175","201","262","249","426","815","1409","1983","3234","3417","4158","4557","5414","5872","7134","7786","8504","8752","8849","8684","7484","10836","16109","15145","22271.5","20031.5","19459.6","17833.9","21464.55","16846.76","23560.19","26692.25","27985.55","31178.8","42007.87","52431.52","55518.22","66772.2","81188.83","89916.59","89570.54","",
"Pakistan","PAK","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","1170","1270","1360","1470","1580","1700","1840","1980","2130","2300","2500","2700","2900","3100","3300","3600","3900","4200","4500","4800","5200","5600","6000","6500","8500","8500","8500","8500","6837","9750","10041","12795","12604","13389","14664","14848","13557","15464","17369","23076","12485","57632","66970","73047","76653","80621.97","121826","130092","135098","138099","140101","141935","142832","148120","148381","151174","156430","157469","159083","160744","162462","164527","165475","",
"Panama","PAN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","15","30","80","180","380","993","1366","1507","2804","3460","3460","4187","3701","3439","3877","3820","5106","6291","5503","5079","7217","7233","2327","1779","3127","3638","6228","7048","7778","8764","8943","8354","6609.38","6597.53","7588.2","7773.6","8635.2","10635","9550.32","8807.4","9900.36","8825.4","7225.22","3909.1","6724.44","11847.21","",
"Peru","PER","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","5","15","40","54","117","180","254","329","422","515","630","755","1150","1530","2100","1459","3275","7708","2706","4174","4958","4869","5226","6866","5504","4862","5903","5771","7724","7931","7175","8788","6596","7551","11532","13621","22114","25981","28393","39531","43120","44317","89021","92200.35","72292.85","125692.89","115271.42","90976.46","100187.15","100458.36","141224.38","161278.62","143829.72","150817.59","140930.63","",
"Philippines","PHL","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","60769","61575","62314","63070","63885","65613","66323","66880","100035","99251","101651","105699","107424","110975","140073","133446","143328","162274","223377","260479","332642","352082","407225","472370","478345","495184","470923","560970","599464","629323","671116","692401","736381","793620","869083","940619","1007677","984437","997841","1048679","1100902","1220456","1338394","1448504","1717028","1895848","2092274","2214785","2407698.1","2477392.44","2545967","2608120","2541965","2373386","2337605","2348159","2200912.25","2237787","2304360.74","2358238.38","2322831.42","2246315.77","2349252","",
"Palau","PLW","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2","2","2","3","3","2","2","1","1","2","2","4","4","5","5","5","18","20","41.88","25.11","23.58","35.91","19.9","29.33","26.19","23.8","20.7","22.7","17","15","11.2","10","",
